Order ID,Customer ID,Product ID,Order Date,Year,Month Name,Week No,Fiscal Quarter,Country,State,City,Region,Market,Category,Sub Category,Product Name,Sales,Profit,Quantity,Discount,Shipping Cost,Delivery Date,Delivery Days,Customer Name ,Customer Gender,Customer Age,Segment,Ship Mode,Order Priority,Salesperson,Return Status,Payment Mode
ORD05378,CUST5625,PROD158,23-01-2040,2024,July,27,Q3,India,Karnataka,Bengaluru,West,India,Technology,Technology Sub,Mouse,6194,1427.71,7,0.24,287.84,26-01-2040,3,Meera Harsh Trivedi,Female,49,Home Office,Second Class,Low,Priya Kapoor,Not Returned,Net Banking
ORD05379,CUST3626,PROD768,24-01-2040,2025,September,39,Q3,India,Gujarat,Ahmedabad,North,India,Electronics,Electronics Sub,Speaker,3655,378.86,5,0.28,133.13,27-01-2040,3,Meera Harsh Yadav,Male,18,Consumer,Second Class,Low,Sandeep Yadav,Not Returned,Credit Card
ORD05380,CUST7477,PROD594,25-01-2040,2025,August,34,Q3,India,Maharashtra,Mumbai,East,India,Office Supplies,Office Supplies Sub,Pen Set,6589,992.92,8,0.21,236.32,28-01-2040,3,Meera Hemant Menon,Female,31,Consumer,Second Class,Low,Amit Sharma,Returned,COD
ORD05381,CUST5967,PROD740,26-01-2040,2025,April,14,Q2,India,Maharashtra,Pune,South,India,Technology,Technology Sub,SSD,6664,1576.08,3,0.16,351,02-02-2040,7,Meera Ishita Menon,Male,62,Corporate,Second Class,High,Sandeep Yadav,Not Returned,Debit Card
ORD05382,CUST5453,PROD831,27-01-2040,2025,March,14,Q1,India,West Bengal,Kolkata,South,India,Office Supplies,Office Supplies Sub,Pen Set,6088,1071.88,1,0.01,303.83,01-02-2040,5,Meera Ishita Verma,Male,44,Consumer,Second Class,High,Pankaj Kumar,Not Returned,UPI
ORD05383,CUST3799,PROD991,28-01-2040,2025,October,40,Q4,India,West Bengal,Kolkata,West,India,Office Supplies,Office Supplies Sub,Notebook,6150,1109.69,1,0.07,293.67,31-01-2040,3,Meera Iyer,Male,63,Corporate,First Class,High,Vivek Verma,Not Returned,Credit Card
ORD05384,CUST5162,PROD660,29-01-2040,2024,February,7,Q1,India,Rajasthan,Jaipur,South,India,Furniture,Furniture Sub,Smart Phones,5514,905.94,6,0.08,245.51,31-01-2040,2,Meera Jadhav,Female,59,Corporate,Second Class,Medium,Vivek Verma,Not Returned,COD
ORD05385,CUST3851,PROD531,30-01-2040,2025,February,8,Q1,India,Maharashtra,Pune,East,India,Office Supplies,Office Supplies Sub,Notebook,3886,771.82,8,0.03,199.21,02-02-2040,3,Meera Jain,Male,36,Corporate,Same Day,Medium,Rakesh Singh,Not Returned,UPI
ORD05386,CUST1404,PROD769,31-01-2040,2025,November,46,Q4,India,Uttar Pradesh,Varanasi,North,India,Electronics,Electronics Sub,Headphones,6508,812.99,2,0.08,287.97,02-02-2040,2,Meera Joshi,Male,20,Consumer,Second Class,High,Pankaj Kumar,Not Returned,Net Banking
ORD05387,CUST8148,PROD106,01-02-2040,2024,March,12,Q1,India,West Bengal,Kolkata,West,India,Appliances,Appliances Sub,Air Purifier,6051,779.64,6,0.18,408.12,05-02-2040,4,Meera Kadam,Male,51,Corporate,Second Class,Medium,Rohan Mehta,Returned,UPI
ORD05388,CUST3886,PROD319,02-02-2040,2024,November,46,Q4,India,Uttar Pradesh,Varanasi,South,India,Furniture,Furniture Sub,Office Chair,4417,872.7,2,0,252.15,08-02-2040,6,Meera Kale,Female,34,Home Office,Second Class,Critical,Pankaj Kumar,Not Returned,Net Banking
ORD05389,CUST7247,PROD837,03-02-2040,2024,August,34,Q3,India,Uttar Pradesh,Chennai,West,India,Technology,Technology Sub,Monitor,4701,1194.62,4,0.29,347.88,06-02-2040,3,Meera Kapoor,Male,57,Consumer,Same Day,Medium,Rohan Mehta,Not Returned,Net Banking
ORD05390,CUST8609,PROD142,04-02-2040,2024,December,48,Q4,India,Karnataka,Bengaluru,West,India,Furniture,Furniture Sub,Office Chair,3822,736.93,2,0.01,125.5,09-02-2040,5,Meera Kaur Chavan,Male,53,Consumer,Same Day,Medium,Amit Sharma,Not Returned,Credit Card
ORD05391,CUST1951,PROD814,05-02-2040,2024,January,3,Q1,India,Karnataka,Bengaluru,South,India,Technology,Technology Sub,Keyboard,6455,1528.98,8,0.22,493.15,09-02-2040,4,Meera Kaur Gaikwad,Male,52,Home Office,First Class,Critical,Rakesh Singh,Not Returned,Net Banking
ORD05392,CUST8735,PROD326,06-02-2040,2024,October,40,Q4,India,Rajasthan,Jaipur,South,India,Furniture,Furniture Sub,Smart Phones,3536,625.3,1,0.1,248,09-02-2040,3,Meera Kaur Jadhav,Male,60,Home Office,Second Class,High,Sandeep Yadav,Not Returned,Net Banking
ORD05393,CUST9862,PROD985,07-02-2040,2024,February,6,Q1,India,Uttar Pradesh,Prayagraj,North,India,Office Supplies,Office Supplies Sub,Notebook,6487,1172.19,4,0.14,270.08,09-02-2040,2,Meera Kaur Saxena,Male,46,Corporate,Same Day,Low,Vivek Verma,Not Returned,Debit Card
ORD05394,CUST9303,PROD188,08-02-2040,2025,June,23,Q2,India,Uttar Pradesh,Varanasi,East,India,Technology,Technology Sub,Laptop,3519,915.01,5,0.11,186.28,15-02-2040,7,Meera Kavya Kale,Female,44,Corporate,Second Class,Medium,Pankaj Kumar,Not Returned,Debit Card
ORD05395,CUST7390,PROD206,09-02-2040,2025,November,45,Q4,India,Rajasthan,Jaipur,North,India,Books,Books Sub,Analytics Book,6139,784.26,7,0.25,415.51,10-02-2040,1,Meera Khanna,Female,26,Home Office,Same Day,Critical,Pankaj Kumar,Not Returned,Debit Card
ORD05396,CUST8456,PROD973,10-02-2040,2025,October,43,Q4,India,Rajasthan,Jaipur,West,India,Technology,Technology Sub,Monitor,5644,1310.15,1,0.23,183.34,17-02-2040,7,Meera Kishore Pandey,Male,62,Home Office,Standard Class,Medium,Anjali Gupta,Not Returned,Credit Card
ORD05397,CUST1106,PROD733,11-02-2040,2024,July,27,Q3,India,West Bengal,Kolkata,West,India,Toys,Toys Sub,Puzzle Set,6186,678.9,2,0.08,379.9,17-02-2040,6,Meera Komal Rajput,Female,25,Consumer,Same Day,High,Sandeep Yadav,Not Returned,Net Banking
ORD05398,CUST2362,PROD272,12-02-2040,2025,August,32,Q3,India,Rajasthan,Jaipur,North,India,Technology,Technology Sub,Keyboard,5217,1329.4,8,0.25,218.87,16-02-2040,4,Meera Krishna Kadam,Male,22,Consumer,Second Class,Low,Anjali Gupta,Not Returned,Net Banking
ORD05399,CUST6348,PROD258,13-02-2040,2025,May,18,Q2,India,West Bengal,Kolkata,East,India,Office Supplies,Office Supplies Sub,Pen Set,6447,1126.72,8,0.04,426.11,15-02-2040,2,Meera Kumar Kadam,Female,49,Corporate,Same Day,Low,Rakesh Singh,Not Returned,Credit Card
ORD05400,CUST4731,PROD635,14-02-2040,2025,June,25,Q2,India,Gujarat,Ahmedabad,East,India,Technology,Technology Sub,Keyboard,6154,1501.15,6,0.16,436.52,20-02-2040,6,Meera Kumar Kale,Female,33,Consumer,Second Class,Low,Amit Sharma,Not Returned,Credit Card
ORD05401,CUST4608,PROD723,15-02-2040,2025,December,49,Q4,India,Uttar Pradesh,Chennai,North,India,Technology,Technology Sub,SSD,5071,1364.34,4,0.23,299.1,19-02-2040,4,Meera Lakshmi Goyal,Male,26,Consumer,Second Class,Medium,Rakesh Singh,Not Returned,Net Banking
ORD05402,CUST8056,PROD771,16-02-2040,2025,June,24,Q2,India,West Bengal,Kolkata,North,India,Beauty,Beauty Sub,Face Wash,4843,499.58,5,0.15,261.04,18-02-2040,2,Meera Lal Patil,Male,29,Corporate,First Class,Low,Anjali Gupta,Not Returned,Debit Card
ORD05403,CUST1820,PROD484,17-02-2040,2025,September,39,Q3,India,Maharashtra,Mumbai,West,India,Office Supplies,Office Supplies Sub,Notebook,4141,772.18,6,0.05,266.73,18-02-2040,1,Meera Lal Thakur,Male,53,Home Office,Standard Class,High,Pankaj Kumar,Not Returned,COD
ORD05404,CUST5103,PROD846,18-02-2040,2025,February,6,Q1,India,Rajasthan,Jaipur,North,India,Office Supplies,Office Supplies Sub,Notebook,6430,1268.92,6,0.26,454.79,25-02-2040,7,Meera Mahesh Rana,Male,64,Consumer,Same Day,Low,Rohan Mehta,Not Returned,Net Banking
ORD05405,CUST7798,PROD455,19-02-2040,2025,September,37,Q3,India,West Bengal,Kolkata,East,India,Sports,Sports Sub,Cricket Bat,4656,573.41,1,0.27,304.85,22-02-2040,3,Meera Manish Bhardwaj,Female,51,Home Office,Standard Class,Low,Amit Sharma,Not Returned,Net Banking
ORD05406,CUST7680,PROD408,20-02-2040,2025,September,39,Q3,India,Maharashtra,Mumbai,East,India,Groceries,Groceries Sub,Dry Fruits,6025,530.79,6,0.28,242.46,23-02-2040,3,Meera Manish Pawar,Male,42,Consumer,Standard Class,Critical,Pankaj Kumar,Returned,Net Banking
ORD05407,CUST5911,PROD231,21-02-2040,2024,January,3,Q1,India,Maharashtra,Mumbai,North,India,Technology,Technology Sub,SSD,6993,1897.62,3,0.01,508.07,23-02-2040,2,Meera Meera Mehta,Male,43,Consumer,Standard Class,Critical,Priya Kapoor,Not Returned,Debit Card
ORD05408,CUST4659,PROD378,22-02-2040,2025,August,35,Q3,India,Uttar Pradesh,Varanasi,West,India,Furniture,Furniture Sub,Leptop,4651,966.93,6,0.1,159.22,25-02-2040,3,Meera Meera Patel,Male,63,Home Office,First Class,Medium,Rakesh Singh,Not Returned,UPI
ORD05409,CUST7429,PROD270,23-02-2040,2024,March,12,Q1,India,Rajasthan,Jaipur,North,India,Books,Books Sub,Analytics Book,5735,744.27,6,0.02,305.93,27-02-2040,4,Meera Meera Reddy,Female,23,Home Office,Same Day,High,Rohan Mehta,Not Returned,Credit Card
ORD05410,CUST5875,PROD579,24-02-2040,2025,April,18,Q2,India,Rajasthan,Jaipur,East,India,Fashion,Fashion Sub,T-Shirt,6676,879.39,3,0.1,519.01,01-03-2040,6,Meera Mehta,Male,41,Consumer,Second Class,Low,Rohan Mehta,Not Returned,Debit Card
ORD05411,CUST4376,PROD857,25-02-2040,2025,October,43,Q4,India,Uttar Pradesh,Prayagraj,West,India,Toys,Toys Sub,Puzzle Set,6011,653.25,2,0.04,343.77,26-02-2040,1,Meera Menon,Female,22,Consumer,Second Class,Low,Rohan Mehta,Not Returned,UPI
ORD05412,CUST3159,PROD668,26-02-2040,2024,February,8,Q1,India,Uttar Pradesh,Chennai,West,India,Groceries,Groceries Sub,Dry Fruits,3535,320.86,8,0.14,125.48,02-03-2040,5,Meera Mishra,Female,28,Consumer,First Class,Critical,Vivek Verma,Returned,Net Banking
ORD05413,CUST6429,PROD794,27-02-2040,2024,September,39,Q3,India,Delhi,New Delhi,North,India,Technology,Technology Sub,Laptop,4862,1192.63,4,0.05,378.88,29-02-2040,2,Meera Mohan Iyer,Female,21,Corporate,Same Day,High,Sandeep Yadav,Not Returned,Credit Card
ORD05414,CUST6649,PROD539,28-02-2040,2024,April,16,Q2,India,Rajasthan,Jaipur,North,India,Technology,Technology Sub,Monitor,5586,1472.61,8,0.09,325.71,02-03-2040,3,Meera Mohan Prajapati,Male,43,Consumer,Same Day,Low,Pankaj Kumar,Returned,COD
ORD05415,CUST6089,PROD141,29-02-2040,2024,March,12,Q1,India,Maharashtra,Mumbai,North,India,Furniture,Furniture Sub,Office Chair,5621,1229.17,7,0,267.9,02-03-2040,2,Meera More,Female,57,Consumer,Second Class,Medium,Pankaj Kumar,Not Returned,Credit Card
ORD05416,CUST6225,PROD613,01-03-2040,2025,May,22,Q2,India,Maharashtra,Mumbai,West,India,Groceries,Groceries Sub,Dry Fruits,3686,384.2,5,0.28,195.34,04-03-2040,3,Meera Mukesh Chavan,Female,45,Corporate,Same Day,Critical,Sandeep Yadav,Not Returned,UPI
ORD05417,CUST5728,PROD223,02-03-2040,2024,December,49,Q4,India,West Bengal,Kolkata,North,India,Office Supplies,Office Supplies Sub,Notebook,5233,797.57,7,0.03,194.78,03-03-2040,1,Meera Naik,Male,42,Consumer,Second Class,Critical,Amit Sharma,Not Returned,Net Banking
ORD05418,CUST9733,PROD820,03-03-2040,2025,August,33,Q3,India,Delhi,New Delhi,South,India,Fashion,Fashion Sub,Shoes,5737,651.58,4,0.06,343.43,08-03-2040,5,Meera Narayan Negi,Male,46,Home Office,Standard Class,Critical,Priya Kapoor,Not Returned,Credit Card
ORD05419,CUST6234,PROD413,04-03-2040,2025,August,33,Q3,India,Uttar Pradesh,Chennai,West,India,Furniture,Furniture Sub,Leptop,5410,958.05,1,0.13,243.58,11-03-2040,7,Meera Narayan Rawat,Male,41,Corporate,Same Day,Low,Sandeep Yadav,Not Returned,UPI
ORD05420,CUST1062,PROD695,05-03-2040,2025,January,1,Q1,India,Gujarat,Ahmedabad,East,India,Technology,Technology Sub,SSD,4970,1100.29,3,0.01,359.94,06-03-2040,1,Meera Narayan Solanki,Female,52,Consumer,First Class,Low,Vivek Verma,Not Returned,Debit Card
ORD05421,CUST3270,PROD499,06-03-2040,2024,November,47,Q4,India,Karnataka,Bengaluru,South,India,Appliances,Appliances Sub,Air Purifier,4014,441.22,4,0.13,319.83,11-03-2040,5,Meera Nath Choudhary,Female,31,Home Office,First Class,Critical,Priya Kapoor,Not Returned,Credit Card
ORD05422,CUST7890,PROD991,07-03-2040,2025,September,38,Q3,India,Uttar Pradesh,Prayagraj,West,India,Groceries,Groceries Sub,Dry Fruits,4261,515.53,2,0.3,276.98,11-03-2040,4,Meera Nath Reddy,Female,49,Consumer,Second Class,Medium,Vivek Verma,Not Returned,UPI
ORD05423,CUST9282,PROD996,08-03-2040,2024,January,3,Q1,India,West Bengal,Kolkata,North,India,Furniture,Furniture Sub,Office Chair,4071,772.28,8,0.08,177.64,10-03-2040,2,Meera Negi,Female,48,Consumer,Same Day,Low,Pankaj Kumar,Not Returned,Credit Card
ORD05424,CUST2428,PROD791,09-03-2040,2025,May,18,Q2,India,Uttar Pradesh,Chennai,South,India,Office Supplies,Office Supplies Sub,Notebook,5516,970.7,7,0.05,185.44,14-03-2040,5,Meera Neha Iyer,Male,40,Corporate,Second Class,Critical,Vivek Verma,Not Returned,Net Banking
ORD05425,CUST8502,PROD241,10-03-2040,2025,October,43,Q4,India,Karnataka,Bengaluru,North,India,Office Supplies,Office Supplies Sub,Notebook,5763,978.66,5,0.24,379.39,14-03-2040,4,Meera Neha Sawant,Female,32,Corporate,Second Class,Critical,Amit Sharma,Not Returned,Credit Card
ORD05426,CUST3754,PROD372,11-03-2040,2024,June,25,Q2,India,Uttar Pradesh,Chennai,West,India,Office Supplies,Office Supplies Sub,Pen Set,6720,1041.4,1,0.1,503.42,14-03-2040,3,Meera Pandey,Male,38,Consumer,First Class,Critical,Sandeep Yadav,Returned,Debit Card
ORD05427,CUST3854,PROD794,12-03-2040,2025,June,26,Q2,India,Maharashtra,Mumbai,South,India,Office Supplies,Office Supplies Sub,Notebook,6655,1001.29,4,0.06,373.88,16-03-2040,4,Meera Parmar,Female,64,Consumer,Standard Class,High,Anjali Gupta,Not Returned,Credit Card
ORD05428,CUST9532,PROD574,13-03-2040,2024,August,34,Q3,India,Gujarat,Ahmedabad,East,India,Furniture,Furniture Sub,Office Chair,3998,860.5,4,0.3,198.76,15-03-2040,2,Meera Patel,Female,46,Consumer,First Class,High,Rakesh Singh,Returned,UPI
ORD05429,CUST7164,PROD823,14-03-2040,2025,January,5,Q1,India,Rajasthan,Jaipur,West,India,Furniture,Furniture Sub,Office Chair,4764,862.37,1,0.08,251.91,17-03-2040,3,Meera Pawar,Male,62,Consumer,Same Day,Critical,Vivek Verma,Returned,Debit Card
ORD05430,CUST7387,PROD205,15-03-2040,2024,May,21,Q2,India,Maharashtra,Mumbai,East,India,Toys,Toys Sub,Puzzle Set,3503,295.52,4,0.21,106.9,21-03-2040,6,Meera Payal Trivedi,Female,32,Home Office,First Class,Low,Priya Kapoor,Not Returned,COD
ORD05431,CUST3188,PROD959,16-03-2040,2025,March,10,Q1,India,Delhi,New Delhi,East,India,Technology,Technology Sub,Monitor,6522,1497.84,8,0.01,456.6,21-03-2040,5,Meera Pooja Jadhav,Male,49,Consumer,Standard Class,Medium,Pankaj Kumar,Not Returned,COD
ORD05432,CUST6216,PROD870,17-03-2040,2025,January,2,Q1,India,West Bengal,Kolkata,East,India,Technology,Technology Sub,Laptop,5574,1354.18,6,0.08,266.51,18-03-2040,1,Meera Pooja Negi,Female,18,Consumer,Second Class,Medium,Rohan Mehta,Not Returned,UPI
ORD05433,CUST8019,PROD760,18-03-2040,2025,July,30,Q3,India,Uttar Pradesh,Chennai,North,India,Electronics,Electronics Sub,Headphones,4493,416.03,7,0,238.24,19-03-2040,1,Meera Prasad Dixit,Female,47,Corporate,Same Day,Low,Rakesh Singh,Not Returned,UPI
ORD05434,CUST8883,PROD810,19-03-2040,2025,August,34,Q3,India,Delhi,New Delhi,South,India,Technology,Technology Sub,Monitor,3792,1031.73,3,0.2,181.08,26-03-2040,7,Meera Prasad Kadam,Male,60,Corporate,Standard Class,High,Sandeep Yadav,Not Returned,Credit Card
ORD05435,CUST9222,PROD521,20-03-2040,2025,September,39,Q3,India,Maharashtra,Pune,North,India,Furniture,Furniture Sub,Office Chair,3690,733.49,7,0.1,210.43,21-03-2040,1,Meera Prasad Pawar,Male,64,Corporate,Second Class,High,Priya Kapoor,Not Returned,COD
ORD05436,CUST1976,PROD397,21-03-2040,2024,March,12,Q1,India,West Bengal,Kolkata,South,India,Technology,Technology Sub,Monitor,5301,1480.57,3,0.22,194.44,26-03-2040,5,Meera Pratap Bhatt,Female,23,Consumer,First Class,High,Rohan Mehta,Not Returned,Net Banking
ORD05437,CUST9514,PROD173,22-03-2040,2024,November,45,Q4,India,Delhi,New Delhi,West,India,Furniture,Furniture Sub,Leptop,3922,771.1,6,0.08,288.47,29-03-2040,7,Meera Pratap Desai,Male,52,Consumer,Standard Class,Critical,Anjali Gupta,Not Returned,UPI
ORD05438,CUST8469,PROD200,23-03-2040,2024,March,12,Q1,India,Rajasthan,Jaipur,South,India,Office Supplies,Office Supplies Sub,Notebook,6344,999.59,6,0.14,306.57,26-03-2040,3,Meera Pratap Kumar,Male,21,Home Office,Standard Class,Low,Anjali Gupta,Not Returned,Net Banking
ORD05439,CUST7418,PROD504,24-03-2040,2025,October,42,Q4,India,Maharashtra,Pune,South,India,Furniture,Furniture Sub,Leptop,3941,796.21,3,0.01,146.55,27-03-2040,3,Meera Pratap Verma,Female,57,Corporate,Same Day,Low,Vivek Verma,Not Returned,UPI
ORD05440,CUST3152,PROD450,25-03-2040,2025,June,26,Q2,India,Gujarat,Ahmedabad,North,India,Furniture,Furniture Sub,Smart Phones,5629,905,4,0.29,366.73,29-03-2040,4,Meera Preeti Singh,Female,19,Consumer,Same Day,Medium,Rohan Mehta,Not Returned,Net Banking
ORD05441,CUST9641,PROD331,26-03-2040,2025,November,46,Q4,India,Uttar Pradesh,Chennai,South,India,Technology,Technology Sub,Mouse,5018,1190.74,5,0.15,299.47,02-04-2040,7,Meera Rahul Bansal,Female,35,Consumer,Same Day,High,Rakesh Singh,Not Returned,Net Banking
ORD05442,CUST3119,PROD937,27-03-2040,2024,November,48,Q4,India,Delhi,New Delhi,North,India,Office Supplies,Office Supplies Sub,Notebook,4532,861.66,2,0.15,202.21,29-03-2040,2,Meera Rahul Desai,Male,45,Corporate,Standard Class,Medium,Anjali Gupta,Not Returned,Debit Card
ORD05443,CUST9943,PROD348,28-03-2040,2025,January,1,Q1,India,Uttar Pradesh,Prayagraj,South,India,Office Supplies,Office Supplies Sub,Printer Paper,3990,641.68,7,0.06,226.69,02-04-2040,5,Meera Rahul Kapoor,Female,20,Home Office,Same Day,Critical,Sandeep Yadav,Not Returned,Credit Card
ORD05444,CUST1084,PROD209,29-03-2040,2025,January,1,Q1,India,Maharashtra,Mumbai,North,India,Appliances,Appliances Sub,Air Purifier,4496,454.05,4,0.3,359.29,02-04-2040,4,Meera Raj Dubey,Male,45,Home Office,First Class,High,Amit Sharma,Not Returned,Debit Card
ORD05445,CUST5690,PROD778,30-03-2040,2025,April,17,Q2,India,Delhi,New Delhi,South,India,Furniture,Furniture Sub,Office Chair,3601,655.44,8,0.23,182.86,03-04-2040,4,Meera Raj Jadhav,Female,46,Corporate,Same Day,Medium,Rakesh Singh,Not Returned,Debit Card
ORD05446,CUST7880,PROD857,31-03-2040,2024,January,2,Q1,India,Karnataka,Bengaluru,South,India,Sports,Sports Sub,Cricket Bat,6250,551.07,5,0.27,450.03,07-04-2040,7,Meera Raj Mishra,Female,28,Corporate,First Class,High,Amit Sharma,Not Returned,Net Banking
ORD05447,CUST5515,PROD945,01-04-2040,2024,April,14,Q2,India,Uttar Pradesh,Chennai,West,India,Furniture,Furniture Sub,Leptop,6218,1344.16,4,0.08,402.73,07-04-2040,6,Meera Raj Singh,Male,22,Consumer,First Class,Medium,Pankaj Kumar,Not Returned,Net Banking
ORD05448,CUST6150,PROD357,02-04-2040,2025,August,34,Q3,India,Delhi,New Delhi,East,India,Technology,Technology Sub,SSD,5689,1317.4,4,0.09,178.43,05-04-2040,3,Meera Raj Soni,Female,46,Consumer,Second Class,High,Rakesh Singh,Not Returned,Net Banking
ORD05449,CUST6440,PROD748,03-04-2040,2025,February,9,Q1,India,Maharashtra,Mumbai,North,India,Furniture,Furniture Sub,Office Chair,6123,1124.16,7,0.25,382.1,09-04-2040,6,Meera Rakesh Dixit,Male,47,Corporate,Standard Class,Critical,Sandeep Yadav,Not Returned,Credit Card
ORD05450,CUST4459,PROD183,04-04-2040,2025,March,13,Q1,India,Delhi,New Delhi,North,India,Furniture,Furniture Sub,Smart Phones,4771,1000.2,7,0.29,341.64,08-04-2040,4,Meera Rakesh Joshi,Male,57,Home Office,Same Day,Medium,Rohan Mehta,Not Returned,Net Banking
ORD05451,CUST9906,PROD883,05-04-2040,2024,April,16,Q2,India,Maharashtra,Pune,East,India,Groceries,Groceries Sub,Dry Fruits,4046,469.65,2,0.27,298,11-04-2040,6,Meera Rakesh Yadav,Female,19,Home Office,Standard Class,Medium,Anjali Gupta,Not Returned,UPI
ORD05452,CUST7257,PROD847,06-04-2040,2024,November,48,Q4,India,Rajasthan,Jaipur,South,India,Fashion,Fashion Sub,Shoes,6054,557.29,6,0.24,482.59,11-04-2040,5,Meera Rani Dubey,Male,25,Home Office,Same Day,Low,Vivek Verma,Not Returned,Net Banking
ORD05453,CUST4902,PROD704,07-04-2040,2025,September,37,Q3,India,Gujarat,Ahmedabad,North,India,Office Supplies,Office Supplies Sub,Printer Paper,4723,944.42,8,0.29,223.9,09-04-2040,2,Meera Rani Iyer,Male,63,Consumer,Same Day,Critical,Rakesh Singh,Returned,Net Banking
ORD05454,CUST5463,PROD733,08-04-2040,2025,March,12,Q1,India,Uttar Pradesh,Prayagraj,South,India,Electronics,Electronics Sub,Headphones,5877,697.66,3,0.12,431.34,15-04-2040,7,Meera Rani Patil,Male,21,Consumer,First Class,High,Anjali Gupta,Not Returned,Net Banking
ORD05455,CUST3601,PROD698,09-04-2040,2025,April,15,Q2,India,Delhi,New Delhi,South,India,Technology,Technology Sub,SSD,5263,1390.36,5,0.25,363.68,14-04-2040,5,Meera Rathore,Female,65,Corporate,Same Day,Medium,Anjali Gupta,Not Returned,Debit Card
ORD05456,CUST9564,PROD269,10-04-2040,2024,January,3,Q1,India,Gujarat,Ahmedabad,East,India,Technology,Technology Sub,Monitor,3674,814.8,5,0.2,274.7,12-04-2040,2,Meera Ravi Shukla,Female,21,Home Office,Same Day,Medium,Amit Sharma,Not Returned,COD
ORD05457,CUST5202,PROD966,11-04-2040,2024,September,39,Q3,India,Rajasthan,Jaipur,East,India,Technology,Technology Sub,Mouse,3641,938.27,2,0.22,243.55,13-04-2040,2,Meera Rawat,Male,31,Consumer,Second Class,Critical,Rakesh Singh,Not Returned,UPI
ORD05458,CUST2679,PROD940,12-04-2040,2024,January,1,Q1,India,Karnataka,Bengaluru,North,India,Office Supplies,Office Supplies Sub,Pen Set,6957,1304.13,6,0.18,281.79,18-04-2040,6,Meera Reddy,Female,50,Consumer,Same Day,High,Amit Sharma,Not Returned,Net Banking
ORD05459,CUST7342,PROD639,13-04-2040,2025,September,39,Q3,India,Rajasthan,Jaipur,East,India,Technology,Technology Sub,SSD,4343,1076.04,2,0.11,159.64,16-04-2040,3,Meera Reyansh Mahajan,Female,43,Home Office,Standard Class,Low,Rohan Mehta,Not Returned,Debit Card
ORD05460,CUST1786,PROD258,14-04-2040,2024,September,36,Q3,India,Delhi,New Delhi,South,India,Beauty,Beauty Sub,Face Wash,4930,650.01,4,0.04,176.22,19-04-2040,5,Meera Reyansh Shah,Male,59,Consumer,Standard Class,Critical,Priya Kapoor,Not Returned,Credit Card
ORD05461,CUST8617,PROD293,15-04-2040,2024,January,3,Q1,India,Maharashtra,Mumbai,West,India,Electronics,Electronics Sub,Speaker,4519,549.78,5,0.16,175.67,21-04-2040,6,Meera Reyansh Srivastava,Male,21,Home Office,Same Day,Critical,Vivek Verma,Not Returned,Credit Card
ORD05462,CUST5962,PROD416,16-04-2040,2024,September,36,Q3,India,West Bengal,Kolkata,West,India,Technology,Technology Sub,Mouse,4316,1052.25,5,0.07,169.61,19-04-2040,3,Meera Riya Bhatt,Male,45,Consumer,Standard Class,Low,Priya Kapoor,Not Returned,UPI
ORD05463,CUST6621,PROD625,17-04-2040,2025,June,24,Q2,India,West Bengal,Kolkata,South,India,Beauty,Beauty Sub,Face Wash,5195,500.85,3,0.04,359.97,19-04-2040,2,Meera Riya Patel,Female,58,Consumer,Same Day,Medium,Rohan Mehta,Not Returned,COD
ORD05464,CUST5485,PROD344,18-04-2040,2024,December,51,Q4,India,West Bengal,Kolkata,West,India,Technology,Technology Sub,Keyboard,3905,976.1,7,0.3,271.98,19-04-2040,1,Meera Rohit Reddy,Male,62,Corporate,First Class,Critical,Sandeep Yadav,Not Returned,Net Banking
ORD05465,CUST7716,PROD865,19-04-2040,2025,January,4,Q1,India,Maharashtra,Pune,West,India,Technology,Technology Sub,Monitor,3519,784.77,3,0.11,190.95,24-04-2040,5,Meera Sai Tripathi,Male,38,Corporate,First Class,Medium,Sandeep Yadav,Not Returned,Net Banking
ORD05466,CUST1279,PROD646,20-04-2040,2025,December,52,Q4,India,Uttar Pradesh,Varanasi,North,India,Books,Books Sub,Analytics Book,4204,572.92,7,0.26,250.58,27-04-2040,7,Meera Sakshi Dubey,Male,53,Corporate,Second Class,Medium,Sandeep Yadav,Not Returned,UPI
ORD05467,CUST1268,PROD662,21-04-2040,2024,December,52,Q4,India,West Bengal,Kolkata,South,India,Technology,Technology Sub,Laptop,5758,1272.74,5,0.19,434.66,28-04-2040,7,Meera Sakshi Iyer,Male,51,Consumer,Same Day,High,Vivek Verma,Not Returned,Net Banking
ORD05468,CUST2680,PROD105,22-04-2040,2024,May,18,Q2,India,Maharashtra,Pune,East,India,Furniture,Furniture Sub,Smart Phones,6739,1287.37,8,0.05,508.02,24-04-2040,2,Meera Sakshi Rajput,Male,33,Home Office,Same Day,Critical,Sandeep Yadav,Not Returned,Credit Card
ORD05469,CUST5487,PROD605,23-04-2040,2024,February,7,Q1,India,Rajasthan,Jaipur,South,India,Electronics,Electronics Sub,Speaker,4296,394.26,8,0.25,202.83,24-04-2040,1,Meera Sanjay Bansal,Female,61,Home Office,Standard Class,High,Rohan Mehta,Not Returned,Credit Card
ORD05470,CUST4725,PROD564,24-04-2040,2025,July,30,Q3,India,Uttar Pradesh,Prayagraj,South,India,Furniture,Furniture Sub,Smart Phones,3586,647.38,5,0.05,152.25,26-04-2040,2,Meera Sanjay Shinde,Male,38,Home Office,First Class,Critical,Rakesh Singh,Not Returned,COD
